PlateVoltage,0V,-1V,-2V,-3V,-4V,-5V,-6V,-7V,-8V,-9V,-10V,-11V,-12V
391.851,0.0785249,0.0663064,0.0584964,0.0469387,0.0380306,0.0319193,0.0246882,0.018628,0.0135818,0.008745,0.0054266,0.0031839,0.0015327
392.464,0.0786678,0.0664422,0.0586372,0.0470622,0.0381456,0.0320382,0.0247925,0.0187179,0.0136777,0.0088206,0.0054887,0.0032242,0.0015602
393.077,0.0788107,0.0665781,0.058778,0.0471857,0.0382607,0.0321571,0.0248969,0.0188078,0.0137736,0.0088961,0.0055509,0.0032644,0.0015876
393.69,0.0789535,0.0667139,0.0589187,0.0473091,0.0383757,0.032276,0.0250012,0.0188977,0.0138694,0.0089717,0.0056131,0.0033047,0.001615
394.304,0.0790964,0.0668498,0.0590595,0.0474326,0.0384908,0.0323948,0.0251056,0.0189877,0.0139653,0.0090472,0.0056753,0.0033449,0.0016425
394.917,0.0792393,0.0669856,0.0592002,0.047556,0.0386058,0.0325137,0.0252099,0.0190776,0.0140612,0.0091228,0.0057364,0.0033852,0.0016699
395.53,0.0793822,0.0671215,0.059341,0.0476795,0.0387209,0.0326326,0.0253143,0.0191675,0.014157,0.0091983,0.0057965,0.0034254,0.0016973
396.143,0.079525,0.0672573,0.0594817,0.047803,0.038836,0.0327515,0.0254186,0.0192574,0.0142529,0.0092739,0.0058566,0.0034656,0.0017248
396.756,0.0796679,0.0673931,0.0596225,0.0479264,0.038951,0.0328704,0.025523,0.0193473,0.0143488,0.0093494,0.0059167,0.0035059,0.0017522
397.369,0.0798108,0.067529,0.0597632,0.0480499,0.0390661,0.0329893,0.0256273,0.0194373,0.0144446,0.009425,0.0059768,0.0035461,0.0017831
397.982,0.0799537,0.0676648,0.059904,0.0481733,0.0391811,0.0331082,0.0257316,0.0195272,0.0145405,0.0095005,0.0060369,0.0035864,0.0018149
398.595,0.0800965,0.0678007,0.0600447,0.0482968,0.0392962,0.0332271,0.025836,0.0196171,0.0146363,0.0095761,0.0060969,0.0036266,0.0018467
399.208,0.0802394,0.0679365,0.0601855,0.0484203,0.0394112,0.033346,0.0259403,0.019707,0.0147322,0.0096516,0.006157,0.0036668,0.0018784
399.821,0.0803823,0.0680724,0.0603263,0.0485437,0.0395263,0.0334649,0.0260447,0.0197969,0.0148281,0.0097272,0.0062171,0.0037071,0.0019102
400.434,0.0805252,0.0682082,0.060467,0.0486672,0.0396413,0.0335838,0.026149,0.0198869,0.0149239,0.0098032,0.0062772,0.0037507,0.001942
401.047,0.080668,0.0683441,0.0606078,0.0487907,0.0397564,0.0337027,0.0262534,0.0199768,0.0150198,0.0098818,0.0063373,0.0038001,0.0019737
401.661,0.0808109,0.0684799,0.0607485,0.0489141,0.0398714,0.0338216,0.0263577,0.0200667,0.0151157,0.0099605,0.0063974,0.0038495,0.0020055
402.274,0.0809538,0.0686157,0.0608893,0.0490376,0.0399865,0.0339405,0.0264621,0.0201566,0.0152115,0.0100391,0.0064575,0.0038988,0.0020373
402.887,0.0810966,0.0687516,0.06103,0.049161,0.0401015,0.0340594,0.0265664,0.0202465,0.0153074,0.0101178,0.0065176,0.0039482,0.0020691
403.5,0.0812395,0.0688874,0.0611708,0.0492845,0.0402166,0.0341783,0.0266708,0.0203365,0.0154032,0.0101964,0.0065776,0.0039976,0.0021008
404.113,0.0813824,0.0690233,0.0613115,0.049408,0.0403316,0.0342972,0.0267751,0.0204264,0.0154991,0.0102751,0.0066377,0.0040469,0.0021326
404.726,0.0815253,0.0691591,0.0614523,0.0495314,0.0404467,0.0344161,0.0268795,0.0205163,0.015595,0.0103537,0.0066978,0.0040963,0.0021644
405.339,0.0816681,0.069295,0.0615931,0.0496549,0.0405618,0.034535,0.0269838,0.0206062,0.0156908,0.0104324,0.0067579,0.0041457,0.0021961
405.952,0.081811,0.0694308,0.0617338,0.0497784,0.0406768,0.0346539,0.0270882,0.0206962,0.0157867,0.010511,0.006818,0.0041951,0.0022279
406.565,0.0819539,0.0695667,0.0618746,0.0499018,0.0407919,0.0347728,0.0271925,0.0207861,0.0158826,0.0105897,0.0068781,0.0042444,0.0022597
407.178,0.0820968,0.0697025,0.0620153,0.0500253,0.0409069,0.0348917,0.0272969,0.020876,0.0159784,0.0106683,0.0069382,0.0042938,0.0022915
407.791,0.0822396,0.0698383,0.0621561,0.0501487,0.041022,0.0350106,0.0274012,0.0209659,0.0160743,0.010747,0.0069982,0.0043432,0.0023232
408.404,0.0823825,0.0699742,0.0622968,0.0502722,0.041137,0.0351295,0.0275056,0.0210558,0.0161702,0.0108256,0.0070583,0.0043926,0.002355
409.018,0.0825254,0.07011,0.0624376,0.0503957,0.0412521,0.0352484,0.0276099,0.0211458,0.016266,0.0109043,0.0071184,0.0044419,0.0023868
409.631,0.0826683,0.0702459,0.0625783,0.0505191,0.0413671,0.0353673,0.0277142,0.0212357,0.0163619,0.0109829,0.0071785,0.0044913,0.0024185
410.244,0.0828111,0.0703817,0.0627191,0.0506426,0.0414822,0.0354862,0.0278186,0.0213256,0.0164577,0.0110616,0.0072386,0.0045407,0.0024503
410.857,0.082954,0.0705176,0.0628599,0.050766,0.0415972,0.0356051,0.0279229,0.0214155,0.0165536,0.0111402,0.0072987,0.00459,0.0024821
411.47,0.0830969,0.0706534,0.0630006,0.0508895,0.0417123,0.035724,0.0280273,0.0215054,0.0166495,0.0112188,0.0073588,0.0046394,0.0025139
412.083,0.0832397,0.0707893,0.0631414,0.051013,0.0418273,0.0358429,0.0281316,0.0215954,0.0167453,0.0112975,0.0074196,0.0046888,0.0025456
412.696,0.0833826,0.0709251,0.0632821,0.0511364,0.0419424,0.0359618,0.028236,0.0216853,0.0168412,0.0113761,0.0074861,0.0047382,0.0025774
413.309,0.0835255,0.0710609,0.0634229,0.0512599,0.0420574,0.0360807,0.0283403,0.0217752,0.0169371,0.0114548,0.0075526,0.0047875,0.0026092
413.922,0.0836684,0.0711968,0.0635636,0.0513834,0.0421725,0.0361996,0.0284447,0.0218651,0.0170329,0.0115334,0.007619,0.0048369,0.0026482
414.535,0.0838112,0.0713326,0.0637044,0.0515068,0.0422875,0.0363185,0.028549,0.021955,0.0171288,0.0116121,0.0076855,0.0048863,0.0026872
415.148,0.0839541,0.0714685,0.0638451,0.0516303,0.0424026,0.0364374,0.0286534,0.022045,0.0172247,0.0116907,0.007752,0.0049356,0.0027262
415.762,0.084097,0.0716043,0.0639859,0.0517537,0.0425177,0.0365563,0.0287577,0.0221349,0.0173205,0.0117694,0.0078185,0.0049851,0.0027653
416.375,0.0842399,0.0717402,0.0641266,0.0518772,0.0426327,0.0366752,0.0288621,0.0222248,0.0174164,0.011848,0.007885,0.0050347,0.0028043
416.988,0.0843827,0.071876,0.0642674,0.0520007,0.0427478,0.0367941,0.0289664,0.0223147,0.0175122,0.0119267,0.0079515,0.0050842,0.0028433
417.601,0.0845256,0.0720119,0.0644082,0.0521241,0.0428628,0.0369129,0.0290708,0.0224047,0.0176081,0.0120053,0.008018,0.0051337,0.0028824
418.214,0.0846685,0.0721477,0.0645489,0.0522476,0.0429779,0.0370318,0.0291751,0.0224946,0.017704,0.012084,0.0080844,0.0051832,0.0029214
418.827,0.0848113,0.0722835,0.0646897,0.0523711,0.0430929,0.0371507,0.0292795,0.0225845,0.0177998,0.0121626,0.0081509,0.0052328,0.0029604
419.44,0.0849542,0.0724194,0.0648304,0.0524945,0.043208,0.0372696,0.0293838,0.0226744,0.0178957,0.0122413,0.0082174,0.0052823,0.0029995
420.053,0.0850971,0.0725552,0.0649712,0.052618,0.043323,0.0373885,0.0294881,0.0227643,0.0179916,0.0123199,0.0082839,0.0053318,0.0030385
420.666,0.08524,0.0726911,0.0651119,0.0527414,0.0434381,0.0375074,0.0295925,0.0228543,0.0180874,0.0123986,0.0083504,0.0053813,0.0030775
421.279,0.0853828,0.0728269,0.0652527,0.0528649,0.0435531,0.0376263,0.0296968,0.0229442,0.0181833,0.0124772,0.0084169,0.0054309,0.0031165
421.892,0.0855257,0.0729628,0.0653934,0.0529884,0.0436682,0.0377452,0.0298012,0.0230341,0.0182791,0.0125559,0.0084834,0.0054804,0.0031556
422.505,0.0856686,0.0730986,0.0655342,0.0531118,0.0437832,0.0378641,0.0299055,0.023124,0.018375,0.0126345,0.0085499,0.0055299,0.0031946
423.119,0.0858115,0.0732345,0.065675,0.0532353,0.0438983,0.037983,0.0300099,0.0232139,0.0184709,0.0127132,0.0086163,0.0055794,0.0032336
423.732,0.0859543,0.0733703,0.0658157,0.0533587,0.0440133,0.0381019,0.0301142,0.0233039,0.0185667,0.0127918,0.0086828,0.005629,0.0032727
424.345,0.0860972,0.0735061,0.0659565,0.0534822,0.0441284,0.0382208,0.0302186,0.0233938,0.0186626,0.0128704,0.0087493,0.0056785,0.0033117
424.958,0.0862401,0.073642,0.0660972,0.0536057,0.0442435,0.0383397,0.0303229,0.0234837,0.0187585,0.0129491,0.0088158,0.005728,0.0033542
425.571,0.086383,0.0737778,0.066238,0.0537291,0.0443585,0.0384586,0.0304273,0.0235736,0.0188543,0.0130277,0.0088823,0.0057775,0.0033988
426.184,0.0865258,0.0739137,0.0663787,0.0538526,0.0444736,0.0385775,0.0305316,0.0236635,0.0189502,0.0131064,0.0089488,0.0058271,0.0034434
426.797,0.0866687,0.0740495,0.0665195,0.0539761,0.0445886,0.0386964,0.030636,0.0237535,0.0190461,0.013185,0.0090153,0.0058766,0.003488
427.41,0.0868116,0.0741854,0.0666602,0.0540995,0.0447037,0.0388153,0.0307403,0.0238434,0.0191419,0.0132637,0.0090817,0.0059261,0.0035326
428.023,0.0869544,0.0743212,0.066801,0.054223,0.0448187,0.0389342,0.0308447,0.0239333,0.0192378,0.0133423,0.0091482,0.0059756,0.0035772
428.636,0.0870973,0.0744571,0.0669418,0.0543464,0.0449338,0.0390531,0.030949,0.0240232,0.0193336,0.013421,0.0092147,0.0060251,0.0036218
429.249,0.0872402,0.0745929,0.0670825,0.0544699,0.0450488,0.039172,0.0310534,0.0241131,0.0194295,0.0134996,0.0092812,0.0060747,0.0036664
429.863,0.0873831,0.0747287,0.0672233,0.0545934,0.0451639,0.0392909,0.0311577,0.0242031,0.0195254,0.0135783,0.0093477,0.0061242,0.003711
430.476,0.0875259,0.0748646,0.067364,0.0547168,0.0452789,0.0394098,0.031262,0.024293,0.0196212,0.0136569,0.0094142,0.0061737,0.0037556
431.089,0.0876688,0.0750004,0.0675048,0.0548403,0.045394,0.0395287,0.0313664,0.0243829,0.0197171,0.0137356,0.0094807,0.0062232,0.0038002
431.702,0.0878117,0.0751363,0.0676455,0.0549638,0.045509,0.0396476,0.0314707,0.0244728,0.019813,0.0138142,0.0095472,0.0062728,0.0038448
432.315,0.0879546,0.0752721,0.0677863,0.0550872,0.0456241,0.0397665,0.0315751,0.0245628,0.0199088,0.0138929,0.0096136,0.0063223,0.0038894
432.928,0.0880974,0.075408,0.067927,0.0552107,0.0457391,0.0398854,0.0316794,0.0246527,0.0200047,0.0139715,0.0096801,0.0063718,0.003934
433.541,0.0882403,0.0755438,0.0680678,0.0553341,0.0458542,0.0400043,0.0317838,0.0247426,0.0201006,0.0140502,0.0097466,0.0064213,0.0039786
434.154,0.0883832,0.0756797,0.0682085,0.0554576,0.0459692,0.0401232,0.0318881,0.0248325,0.0201964,0.0141288,0.0098131,0.0064709,0.0040232
